Longitude;Latitude;sst
107,4791616;-4,5625;29,4
107,5208282;-4,5625;29,72
107,5624949;-4,5625;29,525
107,6041616;-4,5625;28,894999
107,6458282;-4,5625;28,605
105,8958282;-4,604166667;30,484999
105,9374949;-4,604166667;30,484999
105,9791616;-4,604166667;29,97
106,0208282;-4,604166667;30,26
106,0624949;-4,604166667;30,355
106,1041616;-4,604166667;30,47
106,1458282;-4,604166667;30,455
106,1874949;-4,604166667;30,285
106,2291616;-4,604166667;30,054998
106,2708282;-4,604166667;29,955
106,3124949;-4,604166667;29,83
106,3541616;-4,604166667;29,609999
106,3958282;-4,604166667;29,789999
106,4374949;-4,604166667;29,96
106,4791616;-4,604166667;30,054998
106,5208282;-4,604166667;30,095
106,5624949;-4,604166667;30,23
106,6041616;-4,604166667;30,14
106,6458282;-4,604166667;29,824999
106,6874949;-4,604166667;29,67
106,7291616;-4,604166667;29,599998
106,7708282;-4,604166667;29,925
106,8124949;-4,604166667;30,01
106,8541616;-4,604166667;29,914999
106,8958282;-4,604166667;30,039999
106,9374949;-4,604166667;30,085
106,9791616;-4,604166667;30,09
107,0208282;-4,604166667;30,125
107,0624949;-4,604166667;30,109999
107,1041616;-4,604166667;30
107,1458282;-4,604166667;29,945
107,1874949;-4,604166667;29,984999
107,2291616;-4,604166667;29,949999
107,2708282;-4,604166667;29,939999
107,3124949;-4,604166667;29,92
107,3541616;-4,604166667;29,929998
107,3958282;-4,604166667;29,965
107,4374949;-4,604166667;29,945
107,4791616;-4,604166667;29,769999
107,5208282;-4,604166667;29,449999
107,5624949;-4,604166667;29,345
107,6041616;-4,604166667;29,365
107,6458282;-4,604166667;29,49
105,9374949;-4,645833333;31,244999
105,9791616;-4,645833333;30,189999
106,0208282;-4,645833333;30,375
106,0624949;-4,645833333;30,635
106,1041616;-4,645833333;30,484999
106,1458282;-4,645833333;30,425
106,1874949;-4,645833333;30,175
106,2291616;-4,645833333;29,644999
106,2708282;-4,645833333;29,894999
106,3124949;-4,645833333;29,785
106,3541616;-4,645833333;29,59
106,3958282;-4,645833333;29,59
106,4374949;-4,645833333;29,92
106,4791616;-4,645833333;30,045
106,5208282;-4,645833333;30,08
106,5624949;-4,645833333;29,695
106,6041616;-4,645833333;29,574999
106,6458282;-4,645833333;29,654999
106,6874949;-4,645833333;29,47
106,7291616;-4,645833333;29,425
106,7708282;-4,645833333;29,695
106,8124949;-4,645833333;29,859999
106,8541616;-4,645833333;29,949999
106,8958282;-4,645833333;29,994999
106,9374949;-4,645833333;29,974998
106,9791616;-4,645833333;30,06
107,0208282;-4,645833333;30,17
107,0624949;-4,645833333;30,125
107,1041616;-4,645833333;29,945
107,1458282;-4,645833333;29,869999
107,1874949;-4,645833333;29,945
107,2291616;-4,645833333;29,994999
107,2708282;-4,645833333;29,925
107,3124949;-4,645833333;29,82
107,3541616;-4,645833333;29,869999
107,3958282;-4,645833333;29,824999
107,4374949;-4,645833333;29,705
107,4791616;-4,645833333;29,664999
107,5208282;-4,645833333;29,55
107,5624949;-4,645833333;29,644999
107,6041616;-4,645833333;29,845
107,6458282;-4,645833333;29,869999
105,8541616;-4,6875;30,855
105,8958282;-4,6875;29,824999
105,9374949;-4,6875;29,75
105,9791616;-4,6875;30,345
106,0208282;-4,6875;30,585
106,0624949;-4,6875;30,63
106,1041616;-4,6875;30,535
106,1458282;-4,6875;30,529999
106,1874949;-4,6875;30,025
106,2291616;-4,6875;30,099998
106,2708282;-4,6875;30,115
106,3124949;-4,6875;30,019999
106,3541616;-4,6875;29,894999
106,3958282;-4,6875;29,9
106,4374949;-4,6875;29,925
106,4791616;-4,6875;30,045
106,5208282;-4,6875;29,9
106,5624949;-4,6875;29,945
106,6041616;-4,6875;29,955
106,6458282;-4,6875;29,505
106,6874949;-4,6875;29,3
106,7291616;-4,6875;29,279999
