Longitude;Latitude;chlor_a
106,9374949;-4,5625;1,0231153
107,0624949;-4,5625;0,595734
107,1041616;-4,5625;0,5964511
107,1458282;-4,5625;0,59803766
107,1874949;-4,5625;0,58962727
107,2291616;-4,5625;0,55030066
107,2708282;-4,5625;0,5485862
107,3124949;-4,5625;0,54502594
107,3541616;-4,5625;0,54097867
107,3958282;-4,5625;0,53256816
105,9791616;-4,604166667;4,612367
106,0208282;-4,604166667;4,5628786
106,0624949;-4,604166667;4,426081
106,1041616;-4,604166667;3,519019
106,1458282;-4,604166667;2,7250395
106,1874949;-4,604166667;2,4887505
106,2291616;-4,604166667;2,3241343
106,2708282;-4,604166667;2,2363358
106,3124949;-4,604166667;2,1327157
